,real,pred,answer
2799,vascular lesion,nevus,0
2800,pigmented benign keratosis,nevus,0
2801,nevus,nevus,1
2802,nevus,nevus,1
2803,nevus,nevus,1
2804,nevus,nevus,1
2805,pigmented benign keratosis,nevus,0
2806,nevus,nevus,1
2807,nevus,nevus,1
2808,nevus,nevus,1
2809,basal cell carcinoma,basal cell carcinoma,1
2810,nevus,nevus,1
2811,nevus,nevus,1
2812,nevus,nevus,1
2813,pigmented benign keratosis,nevus,0
2814,melanoma,nevus,0
2815,melanoma,nevus,0
2816,nevus,nevus,1
2817,nevus,nevus,1
2818,pigmented benign keratosis,pigmented benign keratosis,1
2819,melanoma,nevus,0
2820,squamous cell carcinoma,nevus,0
2821,pigmented benign keratosis,pigmented benign keratosis,1
2822,nevus,nevus,1
2823,nevus,nevus,1
2824,basal cell carcinoma,nevus,0
2825,melanoma,nevus,0
2826,melanoma,nevus,0
2827,nevus,nevus,1
2828,squamous cell carcinoma,nevus,0
2829,nevus,nevus,1
2830,nevus,nevus,1
2831,nevus,nevus,1
2832,nevus,nevus,1
2833,melanoma,pigmented benign keratosis,0
2834,nevus,nevus,1
2835,melanoma,melanoma,1
2836,nevus,nevus,1
2837,nevus,nevus,1
2838,basal cell carcinoma,basal cell carcinoma,1
2839,basal cell carcinoma,basal cell carcinoma,1
2840,nevus,nevus,1
2841,nevus,nevus,1
2842,nevus,nevus,1
2843,basal cell carcinoma,basal cell carcinoma,1
2844,melanoma,nevus,0
2845,nevus,nevus,1
2846,pigmented benign keratosis,basal cell carcinoma,0
2847,melanoma,nevus,0
2848,nevus,nevus,1
2849,pigmented benign keratosis,pigmented benign keratosis,1
2850,actinic keratosis,nevus,0
2851,melanoma,nevus,0
2852,nevus,nevus,1
2853,nevus,nevus,1
2854,nevus,nevus,1
2855,nevus,melanoma,0
2856,nevus,nevus,1
2857,nevus,nevus,1
2858,pigmented benign keratosis,nevus,0
2859,basal cell carcinoma,nevus,0
2860,nevus,nevus,1
2861,melanoma,nevus,0
2862,nevus,nevus,1
2863,nevus,nevus,1
2864,nevus,nevus,1
2865,nevus,nevus,1
2866,nevus,nevus,1
2867,melanoma,nevus,0
2868,nevus,nevus,1
2869,nevus,pigmented benign keratosis,0
2870,nevus,nevus,1
2871,nevus,nevus,1
2872,nevus,nevus,1
2873,melanoma,melanoma,1
2874,nevus,nevus,1
2875,nevus,nevus,1
2876,nevus,nevus,1
2877,nevus,nevus,1
2878,melanoma,nevus,0
2879,basal cell carcinoma,nevus,0
2880,nevus,basal cell carcinoma,0
2881,nevus,nevus,1
2882,nevus,nevus,1
2883,melanoma,melanoma,1
2884,nevus,nevus,1
2885,nevus,nevus,1
2886,vascular lesion,nevus,0
2887,squamous cell carcinoma,pigmented benign keratosis,0
2888,nevus,nevus,1
2889,nevus,nevus,1
2890,nevus,nevus,1
2891,nevus,nevus,1
2892,nevus,melanoma,0
2893,basal cell carcinoma,basal cell carcinoma,1
2894,nevus,nevus,1
2895,melanoma,nevus,0
2896,nevus,nevus,1
2897,nevus,nevus,1
2898,nevus,nevus,1
2899,nevus,nevus,1
2900,nevus,nevus,1
2901,melanoma,nevus,0
2902,nevus,nevus,1
2903,nevus,nevus,1
2904,pigmented benign keratosis,nevus,0
2905,basal cell carcinoma,nevus,0
2906,nevus,nevus,1
2907,nevus,nevus,1
2908,melanoma,nevus,0
2909,pigmented benign keratosis,pigmented benign keratosis,1
2910,nevus,nevus,1
2911,nevus,nevus,1
2912,nevus,nevus,1
2913,nevus,nevus,1
2914,nevus,nevus,1
2915,nevus,nevus,1
2916,nevus,nevus,1
2917,nevus,nevus,1
2918,basal cell carcinoma,basal cell carcinoma,1
2919,nevus,nevus,1
2920,nevus,nevus,1
2921,nevus,nevus,1
2922,nevus,nevus,1
2923,nevus,melanoma,0
2924,nevus,basal cell carcinoma,0
2925,melanoma,melanoma,1
2926,pigmented benign keratosis,melanoma,0
2927,nevus,nevus,1
2928,nevus,nevus,1
2929,nevus,pigmented benign keratosis,0
2930,nevus,nevus,1
2931,nevus,nevus,1
2932,nevus,nevus,1
2933,pigmented benign keratosis,nevus,0
2934,nevus,nevus,1
2935,nevus,nevus,1
2936,melanoma,nevus,0
2937,actinic keratosis,nevus,0
2938,nevus,nevus,1
2939,nevus,nevus,1
2940,nevus,nevus,1
2941,nevus,pigmented benign keratosis,0
2942,nevus,nevus,1
2943,nevus,nevus,1
2944,nevus,nevus,1
2945,squamous cell carcinoma,basal cell carcinoma,0
2946,nevus,melanoma,0
2947,vascular lesion,nevus,0
2948,pigmented benign keratosis,basal cell carcinoma,0
2949,nevus,nevus,1
2950,nevus,nevus,1
2951,nevus,nevus,1
2952,pigmented benign keratosis,pigmented benign keratosis,1
2953,nevus,nevus,1
2954,nevus,pigmented benign keratosis,0
2955,melanoma,nevus,0
2956,nevus,nevus,1
2957,nevus,nevus,1
2958,basal cell carcinoma,basal cell carcinoma,1
2959,nevus,nevus,1
2960,nevus,nevus,1
2961,melanoma,nevus,0
2962,nevus,nevus,1
2963,nevus,nevus,1
2964,nevus,nevus,1
2965,melanoma,nevus,0
2966,nevus,pigmented benign keratosis,0
2967,nevus,nevus,1
2968,melanoma,nevus,0
2969,nevus,nevus,1
2970,nevus,nevus,1
2971,nevus,nevus,1
2972,pigmented benign keratosis,nevus,0
2973,nevus,pigmented benign keratosis,0
2974,melanoma,nevus,0
2975,nevus,nevus,1
2976,squamous cell carcinoma,nevus,0
2977,nevus,pigmented benign keratosis,0
2978,nevus,nevus,1
2979,melanoma,melanoma,1
2980,nevus,nevus,1
2981,nevus,nevus,1
2982,nevus,nevus,1
2983,nevus,nevus,1
2984,nevus,nevus,1
2985,nevus,nevus,1
2986,nevus,nevus,1
2987,nevus,nevus,1
2988,nevus,nevus,1
2989,nevus,nevus,1
2990,nevus,nevus,1
2991,pigmented benign keratosis,nevus,0
2992,nevus,nevus,1
2993,nevus,nevus,1
2994,nevus,melanoma,0
2995,pigmented benign keratosis,nevus,0
2996,nevus,nevus,1
2997,nevus,nevus,1
2998,nevus,nevus,1
2999,melanoma,nevus,0
3000,nevus,nevus,1
3001,pigmented benign keratosis,pigmented benign keratosis,1
3002,nevus,nevus,1
3003,nevus,nevus,1
3004,melanoma,nevus,0
3005,nevus,nevus,1
3006,pigmented benign keratosis,nevus,0
3007,nevus,nevus,1
3008,nevus,nevus,1
3009,nevus,nevus,1
3010,actinic keratosis,nevus,0
3011,pigmented benign keratosis,pigmented benign keratosis,1
3012,nevus,nevus,1
3013,nevus,melanoma,0
3014,basal cell carcinoma,nevus,0
3015,vascular lesion,nevus,0
3016,nevus,nevus,1
3017,pigmented benign keratosis,pigmented benign keratosis,1
3018,nevus,melanoma,0
3019,nevus,nevus,1
3020,nevus,nevus,1
3021,nevus,nevus,1
3022,nevus,nevus,1
3023,nevus,nevus,1
3024,pigmented benign keratosis,pigmented benign keratosis,1
3025,nevus,nevus,1
3026,melanoma,nevus,0
3027,melanoma,melanoma,1
3028,pigmented benign keratosis,nevus,0
3029,nevus,nevus,1
3030,melanoma,melanoma,1
3031,nevus,nevus,1
3032,nevus,nevus,1
3033,nevus,nevus,1
3034,pigmented benign keratosis,nevus,0
3035,nevus,nevus,1
3036,nevus,nevus,1
3037,melanoma,nevus,0
3038,nevus,nevus,1
3039,nevus,nevus,1
3040,nevus,nevus,1
3041,nevus,melanoma,0
3042,pigmented benign keratosis,pigmented benign keratosis,1
3043,vascular lesion,nevus,0
3044,nevus,nevus,1
3045,basal cell carcinoma,nevus,0
3046,melanoma,nevus,0
3047,nevus,nevus,1
3048,melanoma,nevus,0
3049,pigmented benign keratosis,pigmented benign keratosis,1
3050,nevus,nevus,1
3051,nevus,nevus,1
3052,basal cell carcinoma,nevus,0
3053,squamous cell carcinoma,melanoma,0
3054,nevus,nevus,1
3055,nevus,nevus,1
3056,nevus,nevus,1
3057,nevus,nevus,1
3058,nevus,nevus,1
3059,nevus,nevus,1
3060,nevus,nevus,1
3061,nevus,nevus,1
3062,nevus,nevus,1
3063,nevus,nevus,1
3064,nevus,basal cell carcinoma,0
3065,nevus,nevus,1
3066,basal cell carcinoma,nevus,0
3067,dermatofibroma,nevus,0
3068,nevus,nevus,1
3069,pigmented benign keratosis,nevus,0
3070,melanoma,nevus,0
3071,dermatofibroma,pigmented benign keratosis,0
3072,melanoma,pigmented benign keratosis,0
3073,nevus,nevus,1
3074,nevus,nevus,1
3075,nevus,nevus,1
3076,melanoma,pigmented benign keratosis,0
3077,nevus,pigmented benign keratosis,0
3078,dermatofibroma,basal cell carcinoma,0
3079,nevus,nevus,1
3080,nevus,nevus,1
3081,actinic keratosis,basal cell carcinoma,0
3082,nevus,nevus,1
3083,nevus,nevus,1
3084,pigmented benign keratosis,nevus,0
3085,basal cell carcinoma,basal cell carcinoma,1
3086,melanoma,nevus,0
3087,nevus,nevus,1
3088,nevus,nevus,1
3089,squamous cell carcinoma,nevus,0
3090,nevus,nevus,1
3091,melanoma,nevus,0
3092,nevus,nevus,1
3093,nevus,nevus,1
3094,nevus,nevus,1
3095,melanoma,nevus,0
3096,nevus,nevus,1
3097,nevus,nevus,1
3098,melanoma,pigmented benign keratosis,0
3099,nevus,nevus,1
3100,nevus,pigmented benign keratosis,0
3101,melanoma,nevus,0
3102,nevus,nevus,1
3103,nevus,nevus,1
3104,nevus,nevus,1
3105,nevus,nevus,1
3106,nevus,nevus,1
3107,nevus,nevus,1
3108,nevus,nevus,1
3109,nevus,nevus,1
3110,melanoma,pigmented benign keratosis,0
3111,melanoma,nevus,0
3112,melanoma,basal cell carcinoma,0
3113,melanoma,nevus,0
3114,nevus,nevus,1
3115,nevus,nevus,1
3116,nevus,nevus,1
3117,nevus,nevus,1
3118,squamous cell carcinoma,pigmented benign keratosis,0
3119,melanoma,nevus,0
3120,nevus,nevus,1
3121,squamous cell carcinoma,nevus,0
3122,nevus,nevus,1
3123,nevus,nevus,1
3124,pigmented benign keratosis,pigmented benign keratosis,1
3125,nevus,nevus,1
3126,nevus,nevus,1
3127,nevus,nevus,1
3128,nevus,nevus,1
3129,melanoma,nevus,0
3130,basal cell carcinoma,nevus,0
3131,nevus,pigmented benign keratosis,0
3132,nevus,nevus,1
3133,nevus,nevus,1
3134,nevus,nevus,1
3135,nevus,nevus,1
3136,nevus,pigmented benign keratosis,0
3137,nevus,nevus,1
3138,melanoma,nevus,0
3139,pigmented benign keratosis,nevus,0
3140,melanoma,nevus,0
3141,nevus,nevus,1
3142,nevus,nevus,1
3143,nevus,nevus,1
3144,pigmented benign keratosis,nevus,0
3145,nevus,nevus,1
3146,nevus,nevus,1
3147,nevus,nevus,1
3148,melanoma,nevus,0
3149,nevus,nevus,1
3150,nevus,nevus,1
3151,nevus,nevus,1
3152,basal cell carcinoma,nevus,0
3153,nevus,nevus,1
3154,nevus,nevus,1
3155,nevus,nevus,1
3156,nevus,melanoma,0
3157,nevus,nevus,1
3158,nevus,nevus,1
3159,pigmented benign keratosis,nevus,0
3160,melanoma,nevus,0
3161,nevus,nevus,1
3162,basal cell carcinoma,nevus,0
3163,nevus,nevus,1
3164,pigmented benign keratosis,nevus,0
3165,melanoma,nevus,0
3166,nevus,nevus,1
3167,nevus,nevus,1
3168,nevus,nevus,1
3169,nevus,nevus,1
3170,nevus,nevus,1
3171,nevus,nevus,1
3172,basal cell carcinoma,basal cell carcinoma,1
3173,melanoma,nevus,0
3174,nevus,nevus,1
3175,nevus,nevus,1
3176,nevus,pigmented benign keratosis,0
3177,nevus,nevus,1
3178,melanoma,nevus,0
3179,pigmented benign keratosis,pigmented benign keratosis,1
3180,nevus,nevus,1
3181,pigmented benign keratosis,basal cell carcinoma,0
3182,nevus,nevus,1
3183,basal cell carcinoma,basal cell carcinoma,1
3184,nevus,nevus,1
3185,melanoma,nevus,0
3186,nevus,nevus,1
3187,nevus,nevus,1
3188,basal cell carcinoma,basal cell carcinoma,1
3189,nevus,nevus,1
3190,melanoma,nevus,0
3191,melanoma,nevus,0
3192,melanoma,melanoma,1
3193,nevus,nevus,1
3194,nevus,nevus,1
3195,nevus,nevus,1
3196,nevus,nevus,1
3197,melanoma,nevus,0
3198,nevus,nevus,1
3199,nevus,nevus,1
3200,nevus,nevus,1
3201,dermatofibroma,basal cell carcinoma,0
3202,nevus,nevus,1
3203,nevus,nevus,1
3204,nevus,nevus,1
3205,melanoma,nevus,0
3206,pigmented benign keratosis,nevus,0
3207,nevus,nevus,1
3208,pigmented benign keratosis,basal cell carcinoma,0
3209,nevus,nevus,1
3210,nevus,nevus,1
3211,nevus,nevus,1
3212,nevus,nevus,1
3213,pigmented benign keratosis,melanoma,0
3214,nevus,nevus,1
3215,melanoma,nevus,0
3216,nevus,nevus,1
3217,pigmented benign keratosis,pigmented benign keratosis,1
3218,pigmented benign keratosis,nevus,0
3219,nevus,nevus,1
3220,nevus,nevus,1
3221,basal cell carcinoma,pigmented benign keratosis,0
3222,pigmented benign keratosis,nevus,0
3223,squamous cell carcinoma,nevus,0
3224,nevus,nevus,1
3225,nevus,nevus,1
3226,nevus,nevus,1
3227,nevus,nevus,1
3228,nevus,nevus,1
3229,melanoma,nevus,0
3230,nevus,nevus,1
3231,melanoma,nevus,0
3232,nevus,pigmented benign keratosis,0
3233,nevus,nevus,1
3234,pigmented benign keratosis,nevus,0
3235,nevus,nevus,1
3236,nevus,nevus,1
3237,basal cell carcinoma,nevus,0
3238,nevus,nevus,1
3239,nevus,nevus,1
3240,nevus,nevus,1
3241,nevus,nevus,1
3242,nevus,nevus,1
3243,nevus,nevus,1
3244,nevus,nevus,1
3245,nevus,nevus,1
3246,nevus,nevus,1
3247,melanoma,nevus,0
3248,nevus,nevus,1
3249,melanoma,pigmented benign keratosis,0
3250,basal cell carcinoma,nevus,0
3251,nevus,nevus,1
3252,nevus,nevus,1
3253,nevus,nevus,1
3254,nevus,melanoma,0
3255,actinic keratosis,nevus,0
3256,nevus,nevus,1
3257,nevus,nevus,1
3258,pigmented benign keratosis,pigmented benign keratosis,1
3259,nevus,nevus,1
3260,basal cell carcinoma,basal cell carcinoma,1
3261,nevus,nevus,1
3262,nevus,basal cell carcinoma,0
3263,melanoma,nevus,0
3264,nevus,nevus,1
3265,nevus,nevus,1
3266,nevus,nevus,1
3267,nevus,nevus,1
3268,nevus,nevus,1
3269,nevus,nevus,1
3270,nevus,nevus,1
3271,pigmented benign keratosis,nevus,0
3272,pigmented benign keratosis,nevus,0
3273,nevus,nevus,1
3274,nevus,nevus,1
3275,nevus,nevus,1
3276,nevus,nevus,1
3277,nevus,nevus,1
3278,pigmented benign keratosis,pigmented benign keratosis,1
3279,nevus,nevus,1
3280,melanoma,nevus,0
3281,nevus,nevus,1
3282,basal cell carcinoma,nevus,0
3283,basal cell carcinoma,nevus,0
3284,nevus,nevus,1
3285,nevus,nevus,1
3286,pigmented benign keratosis,melanoma,0
3287,melanoma,nevus,0
3288,nevus,nevus,1
3289,nevus,nevus,1
3290,nevus,nevus,1
3291,nevus,nevus,1
3292,nevus,nevus,1
3293,nevus,nevus,1
3294,melanoma,nevus,0
3295,nevus,nevus,1
3296,pigmented benign keratosis,nevus,0
3297,nevus,nevus,1
3298,nevus,pigmented benign keratosis,0
3299,nevus,nevus,1
3300,nevus,nevus,1
3301,pigmented benign keratosis,pigmented benign keratosis,1
3302,nevus,nevus,1
3303,nevus,nevus,1
3304,nevus,pigmented benign keratosis,0
